Timestamp (UTC),Day created,Time created,Content,Total Likes,Total Comments,Total Shares,Post Type
Mon Jun 16 21:07:24 UTC 2014,Monday,21:07:24,"Met with Navy Wounded Warrior Safe Harbor leadership and team at WRNMMC to ensure wounded, ill and injured sailors, coast guardsmen and spouses are aware of Hire Heroes USA services.",14,0,4,PHOTO
Sun Jun 15 14:30:00 UTC 2014,Sunday,14:30:00,Happy Father's Day to all of our veterans and service members around the world proudly protecting our Nation.,23,0,0,PHOTO
Sat Jun 14 15:00:00 UTC 2014,Saturday,15:00:00,How will you be spending Father's Day tomorrow?,1,0,0,STATUS
Fri Jun 13 15:00:00 UTC 2014,Friday,15:00:00,Our Warrior Transition Workshops and Career Opportunity Days are great ways to prepare for your transition out of the military. Learn more at http://bit.ly/18ZbYhd,3,0,0,PHOTO
Thu Jun 12 15:21:52 UTC 2014,Thursday,15:21:52,"Register today for a transition workshop with WWE on June 23rd in Washington, D.C. to learn how to make the most of your transition from the military while hearing from a WWE Superstar and Diva about their experiences. For more information visit http://bit.ly/TOcEmR",9,0,5,PHOTO
Tue Jun 10 14:56:53 UTC 2014,Tuesday,14:56:53,"This week's blog post: MedAssets Hire Heroes USA 5k Race for Heroes Raises over $160,000 http://bit.ly/UqYWqN",26,3,3,PHOTO
Mon Jun 09 22:45:00 UTC 2014,Monday,22:45:00,At every Career Opportunity Day that we host with the USO an iPad is given out to a lucky participant. To learn more about our Career Opportunity Days visit http://bit.ly/1kYE2cf,8,0,0,PHOTO
Fri Jun 06 23:24:33 UTC 2014,Friday,23:24:33,Our team spent the day with Deloitte planning how we can grow and improve our organization in order to better serve out Nation's veterans.,5,1,0,PHOTO
Fri Jun 06 14:00:01 UTC 2014,Friday,14:00:01,Today we remember D-Day and the Normandy landings.,38,0,8,PHOTO
Thu Jun 05 15:40:00 UTC 2014,Thursday,15:40:00,The last of 29 of the original group of Navajo Code Talkers passed away yesterday. Chester Nez was instrumental in developing an unbreakable code for the United States during WWII.,13,0,5,LINK
Wed Jun 04 23:40:06 UTC 2014,Wednesday,23:40:06,We will be conducting a transition workshop with WWE on June 23rd at the Verizon Center in Washington D.C. Register today at http://bit.ly/1kDs0VH for a great day of service delivery and meet a few WWE Superstars!,3,0,2,PHOTO
Wed Jun 04 14:43:04 UTC 2014,Wednesday,14:43:04,Many thanks to Summit Midstream for becoming a Corporate Partner of ours! Visit their website to learn about the positions they're hiring for.,1,0,0,LINK
Mon Jun 02 23:00:01 UTC 2014,Monday,23:00:01,Please join us in welcoming six new Veteran Transition Specialists to our team. Each one of them brings talent and experience that will help more veterans get hired every day. Welcome aboard!,28,0,0,PHOTO
Mon Jun 02 13:49:05 UTC 2014,Monday,13:49:05,This week's blog post: How to Prepare for a Career Opportunity Day,2,0,0,LINK
Sat May 31 17:22:48 UTC 2014,Saturday,17:22:48,Sgt. Bowe Bergdahl was freed by the Taliban Saturday morning after being held hostage for nearly five years.,29,2,8,LINK
Sat May 31 17:15:18 UTC 2014,Saturday,17:15:18,Veteran Transition Specialist Spencer Milo continues his volunteer work with Warrior Canine Connection training dogs to help veterans with their recovery.,7,0,1,LINK
Fri May 30 18:14:16 UTC 2014,Friday,18:14:16,"The husband of Hire Heroes USA employee Cori Williams begins his preparation for deployment overseas with the 876th Engineer Company from Toccoa, Georgia today. Our team is proud to support service members, veterans, and their spouses.",11,0,0,LINK
Thu May 29 16:17:33 UTC 2014,Thursday,16:17:33,"Next week we will be conducting three Career Opportunity Days with the USO at Fort Belvoir, Camp Lejeune, and in Seattle. Career Opportunity Days are non-traditional career fairs where a limited number of companies are matched with service members and their spouses through Hire Heroes USA’s process of personally identifying and translating industry needs with military background, previous experience, and desired geographical location. For more information visit the links below.



Fort Belvoir – fortbelvoircodjune2014.eventbrite.com

Camp Lejeune – camplejeunecodjun2014.eventbrite.com

Seattle/Tacoma – seattlecodjune2014.eventbrite.com",3,0,0,STATUS
Wed May 28 14:53:12 UTC 2014,Wednesday,14:53:12,We are excited to welcome two fellows from The Mission Continues to Hire Heroes USA as they help other veterans with career transitions over the next six months.,6,0,0,LINK
Mon May 26 22:00:00 UTC 2014,Monday,22:00:00,Many thanks to WWE for donating 10% of every dollar spent on WWEshop.com today to Hire Heroes USA!,8,0,1,LINK
Mon May 26 14:30:01 UTC 2014,Monday,14:30:01,WWE is honoring Memorial Day by donating 10% of every dollar spent on WWEShop.com today to Hire Heroes USA.,4,0,0,LINK
Mon May 26 13:00:01 UTC 2014,Monday,13:00:01,Today we remember all those who sacrificed their lives for our great Nation.,38,0,6,PHOTO
Sun May 25 17:00:02 UTC 2014,Sunday,17:00:02,Memorial Day honors the brave men and women who lost their lives while serving our Nation. How will you be spending your Memorial Day?,15,0,0,STATUS
Sat May 24 16:00:00 UTC 2014,Saturday,16:00:00,"This Memorial Day, WWE will be donating 10% of every dollar spent on WWEShop.com on Monday to Hire Heroes USA.",3,0,0,LINK
Fri May 23 15:00:01 UTC 2014,Friday,15:00:01,"A new device being tested by DARPA, The Defense Advanced Research Projects Agency is designed to give troops a heads-up holographic display showing the locations of friendly troops, aircraft and other assets, as well as potentially identifying locations of enemy fighters.",2,0,0,VIDEO
Thu May 22 18:38:16 UTC 2014,Thursday,18:38:16,"Pictures from this year's MedAssets Hire Heroes USA 5k Race for Heroes in Alpharetta, GA",4,0,0,PHOTO
Wed May 21 14:30:01 UTC 2014,Wednesday,14:30:01,Hire Heroes USA is featured in the 'Make a Difference' module on the AOL homepage today. Take a look! bit.ly/aolhireheroesusa,1,0,0,STATUS
Tue May 20 15:30:41 UTC 2014,Tuesday,15:30:41,This week's blog post: The Interview Checklist,1,1,2,LINK
Mon May 19 23:28:00 UTC 2014,Monday,23:28:00,"Many thanks to all those who supported the MedAssets 5K Race for Heroes this year. Both events in Plano and Alpharetta were a great success, raising $165,000 to go towards our programs and services!",16,1,0,PHOTO
Fri May 16 15:21:35 UTC 2014,Friday,15:21:35,"Are you participating in the MedAssets 5K Race for Heroes tomorrow in Alpharetta, GA? Here's a sneak peak of the shirt you'll get!",2,0,0,PHOTO
Thu May 15 15:00:00 UTC 2014,Thursday,15:00:00,"This week we conducted a great workshop at Fort Belvoir with the USO for transitioning service members. Our Veteran Programs team taught classes on resume writing, interview skills, LinkedIn, and strategic planning.",7,0,1,PHOTO
Wed May 14 14:39:11 UTC 2014,Wednesday,14:39:11,"We had a great start to the MedAssets 5K Race for Heroes last weekend in Plano, TX. Now we're just 3 days away from the event in Alpharetta, GA! Visit http://www.medassetsraceforheroes.com/ for more info.",6,0,2,LINK
Mon May 12 15:16:54 UTC 2014,Monday,15:16:54,This week's blog post: Watch Army veteran Ahmad Burse's transition from the military to his dream job as a college professor.,3,0,1,LINK
Sun May 11 17:32:28 UTC 2014,Sunday,17:32:28,Happy Mother's Day to all military mothers!,39,0,0,PHOTO
Thu May 08 15:00:00 UTC 2014,Thursday,15:00:00,Our own Spencer Milo is highlighted in the The Wall Street Journal for his honorable service and dedication to helping veterans transition into civilian life.,10,1,6,LINK
Wed May 07 13:31:26 UTC 2014,Wednesday,13:31:26,"We've teamed up with Mom Corps to offer 5 military spouses the Mom Corps YOU Military Spouse Scholarship, which gives access to Mom Corps' e-learning community for free. Learn more about Mom Corps YOU below.",1,0,0,LINK
Tue May 06 15:00:00 UTC 2014,Tuesday,15:00:00,This week's blog post - The Big Question: Should You Go Back to School?,1,0,0,LINK
Fri May 02 15:00:01 UTC 2014,Friday,15:00:01,We are proud to partner with Towne Park - a company dedicated to hiring veterans.,0,0,0,LINK
Thu May 01 22:15:00 UTC 2014,Thursday,22:15:00,Former President Bush talks to CNN about the W100K. We appreciate his support of our Nation's heroes and hope all of the participants are enjoying the ride.,5,0,0,LINK
Thu May 01 19:00:01 UTC 2014,Thursday,19:00:01,The George W. Bush Presidential Center highlights Hire Heroes USA  on its blog! Check it out and learn about how we're helping veterans every day.,10,0,4,LINK
Thu May 01 15:49:35 UTC 2014,Thursday,15:49:35,Great first day at the W100K with President Bush and the George W. Bush Presidential Center!,24,0,2,PHOTO
Wed Apr 30 22:43:44 UTC 2014,Wednesday,22:43:44,"This week one of our Veteran Transition Specialists, Spencer, will be participating in the George W. Bush Presidential Center's W100K bike ride with former President Bush. Learn more about Spencer below and check back each day this week for pictures and updates from the ride!",10,0,0,LINK
Wed Apr 30 16:14:25 UTC 2014,Wednesday,16:14:25,"Many thanks to Midwest Technical Institute for becoming a Corporate Partner of ours! Visit their website to learn more about their open positions.



http://midwesttech.edu/",2,0,0,LINK
Tue Apr 29 15:19:01 UTC 2014,Tuesday,15:19:01,"One our Veteran Transition Specialists participated in the 10th Annual Pat’s Run honoring Pat Tillman this past weekend in Tempe, Arizona. The Pat Tillman Foundation (Official) and the event raised scholarship funds for Tillman Military Scholars who, in Pat’s name, strive to make a significant impact for our country and communities through their studies in medicine, business, government, education and the arts.",20,0,0,PHOTO
Mon Apr 28 15:52:10 UTC 2014,Monday,15:52:10,This week's blog post: What You Need to Know about Search Firms before You Sign Up,1,0,1,LINK
Thu Apr 24 23:00:00 UTC 2014,Thursday,23:00:00,Congratulations to WWE's Vice President of Community Relations Mary Ellen Curran for receiving the 2013 Pacesetter Award from Hire Heroes USA!,6,0,0,PHOTO
Wed Apr 23 15:00:01 UTC 2014,Wednesday,15:00:01,"Only 24 days until the MedAssets 5K Race for Heroes. Register today as a runner, sponsor, or volunteer!",3,0,3,LINK
Wed Apr 23 03:27:48 UTC 2014,Wednesday,3:27:48,"We're partnering with Mom Corps to offer 10 military spouses the Mom Corps YOU Military Spouse Scholarship, which gives access to Mom Corps' e-learning community for free. For more information visit the link below.",5,0,2,LINK
Mon Apr 21 15:08:06 UTC 2014,Monday,15:08:06,Join us for a Google Hangout with Gary Sinise this afternoon!,3,0,1,LINK
Sun Apr 20 16:32:39 UTC 2014,Sunday,16:32:39,Show us your military-themed eggs!,12,0,0,PHOTO
Thu Apr 17 15:04:55 UTC 2014,Thursday,15:04:55,Many thanks to our volunteers who attended our Warrior Transition Workshop this week at Fort Benning. Mr. Miller and Mr. Walker taught classes on networking and interviewing to our transitioning service members.,4,0,0,PHOTO
Wed Apr 16 16:22:28 UTC 2014,Wednesday,16:22:28,"Giving made easy! Sign up to donate a few cents to Hire Heroes USA using Centscere each time you post or ""like"" on Facebook. Turn your social media habits into charitable moments!",3,0,2,LINK
Tue Apr 15 20:10:19 UTC 2014,Tuesday,20:10:19,"Vice President Biden: ""We are Boston. We are America. We respond, we endure, we overcome, and we own the finish line."" 



Today we remember Boston, its people, first responders, and all those who make our Nation so great. #BostonStrong",6,0,2,PHOTO
Tue Apr 15 15:38:57 UTC 2014,Tuesday,15:38:57,AECOM has become one of our latest Corporate Partners. Visit http://www.aecom.com/Careers to find great jobs for veterans!,1,0,1,LINK
Mon Apr 14 14:55:08 UTC 2014,Monday,14:55:08,This week's blog post: 10 Tips for Writing a Resume that Stands Out,3,0,0,LINK
Sun Apr 13 22:00:00 UTC 2014,Sunday,22:00:00,"Join us Wednesday, April 16th at California Pizza Kitchen in Alpharetta, GA for a Percentage Day. 20% of your check will be donated to Hire Heroes USA!",5,0,3,PHOTO
Sun Apr 13 16:05:01 UTC 2014,Sunday,16:05:01,"We had a great Warrior Transition Workshop last week with the USO at Fort Bragg, North Carolina. This week we'll be conducting workshops at Joint Base Lewis-McChord, Fort Benning, and Norfolk, VA.",12,0,1,PHOTO
Sat Apr 12 20:00:02 UTC 2014,Saturday,20:00:02,"Hire Heroes USA is partnering with Mom Corps to offer 10 military spouses the Mom Corps YOU Military Spouse Scholarship, which gives access to Mom Corps' e-learning community for free. For more information visit the link below.",5,0,0,LINK
Sat Apr 12 15:00:01 UTC 2014,Saturday,15:00:01,Our Raleigh office is officially open! We could not continue to expand our services without the support of our donors. Many thanks to everyone of you who makes it possible for us to serve more and more veterans each day.,15,0,1,PHOTO
Fri Apr 11 15:00:01 UTC 2014,Friday,15:00:01,"Are you ready for the 2014 MedAssets 5K Race for Heroes? We had many dedicated volunteers last year, and we're looking for more this year! Visit http://www.medassetsraceforheroes.com/ for more info on how you can get involved.",7,0,1,PHOTO
Thu Apr 10 14:45:01 UTC 2014,Thursday,14:45:01,"Today we would like to recognize one of our many volunteers. Jim Williams has been working with our organization since our Volunteer Program started back in the fall of 2012. Since then, he has conducted numerous mock interviews with our veterans and has even helped some get hired. Thanks for all your work, Jim!",12,2,0,PHOTO
Thu Apr 10 00:01:41 UTC 2014,Thursday,0:01:41,"We had 45 volunteers give over 560 hours of service to Hire Heroes USA in 2013, which saved us over $5,000 in staff time and helped us by earning nearly $150,000 through special events. Almost 100 veterans, spouses, and service members were assisted by volunteers!",8,0,0,PHOTO
Wed Apr 09 13:44:56 UTC 2014,Wednesday,13:44:56,"Hire Heroes USA is partnering with Mom Corps to offer 10 military spouses the Mom Corps YOU Military Spouse Scholarship, which gives access to Mom Corps' e-learning community for free. For more information visit the link below.",5,0,33,LINK
